aabbbabbabaabaa aabaaaabbabaabb
aabaaabbbbaabba aabbababaabbaaa
aabbababaabbaaa aaabbbbaabbbabb
aaabbbbaabbbabb aabababbbbbaaba
aabababbbbbaaba aaaabbaabaaabbb
aaaabbaabaaabbb aaaaaaabbabbbbb
aaaaaaabbabbbbb aaaaababbabbaab
aaaaababbabbaab aabaaababbabaaa
aabaaababbabaaa aabbabbbbbaabaa
aabbabbbbbaabaa aaababbbaababab
aaababbbaababab abababababbaabb
abababababbaabb aaaabbabbaabbba
aaaabbabbaabbba aabbaabaaaabbbb
aabbaabaaaabbbb aaaaabbbbbaaaaa
aaaaabbbbbaaaaa abaabaaababbaab
abaabaaababbaab aabbabaaaabaabb
aabbabaaaabaabb aaaabaabbbaabaa
aaaabaabbbaabaa abaaaaabaabbaba
abaaaaabaabbaba aaabbababbbabaa
aaabbababbbabaa ababbabaaaaaabb
ababbabaaaaaabb aaaaabbbbababba
aaaaabbbbababba ababaababbbaaab
ababaababbbaaab aabbbaababbbabb
aabbbaababbbabb aaabaaaabbaabba
aaabaaaabbaabba aaabababbbbbaba
aaabababbbbbaba aabaaaababaabbb
aabaaaababaabbb aaaabbbabbbbbba
aaaabbbabbbbbba ababbababaaabab
ababbababaaabab aabaaaabbabbbab
aabaaaabbabbbab abaaaaabbaabbbb
abaaaaabbaabbbb abaaabbabaabbbb
abaaabbabaabbbb aabaaaabbbaabaa
aabaaaabbbaabaa aabbbbabbbbaaaa
aabbbbabbbbaaaa abaaabaabaabaaa
abaaabaabaabaaa abaaabbbbabaabb
abaaabbbbabaabb aaababababbaaaa
aaababababbaaaa abaabbaabbbabba
abaabbaabbbabba ababaaababaabba
ababaaababaabba aabbabbbbabbbaa
aabbabbbbabbbaa aabbabaababbaba
aabbabaababbaba aaabababbbaaaaa
aaabababbbaaaaa aabbaaaaaaabbaa
aabbaaaaaaabbaa aabbaaaaabaabaa
aabbaaaaabaabaa aaaaabbbbbaabbb
aaaaabbbbbaabbb aababaabbbbabab
aababaabbbbabab ababbabbabbabbb
ababbabbabbabbb aaaaabaabaababb
aaaaabaabaababb aabaaabbbbabbbb
aabaaabbbbabbbb abaaabbaaabbbab
abaaabbaaabbbab ababaaaabbbbbab
ababaaaabbbbbab abaababbbbabaab
abaababbbbabaab aaabbbaabbbbbaa
aaabbbaabbbbbaa aabbabbaabbbabb
aabbabbaabbbabb aababbaabbaaaba
aababbaabbaaaba ababaabbbaaabba
ababaabbbaaabba aabaaabbabaabbb
aabaaabbabaabbb aabbaabbabaaabb
aabbaabbabaaabb aabbbbbababbbaa
aabbbbbababbbaa aaabaaababbabab
aaabaaababbabab aaabbbbaababbaa
aaabbbbaababbaa abaabaaaabbabbb
abaabaaaabbabbb aabbbbabbaabbaa
aabbbbabbaabbaa abaabaabbbaaaab
abaabaabbbaaaab abababbbbaababa
abababbbbaababa ababaabbaaababa
ababaabbaaababa aaabbabbbbbbbab
aaabbabbbbbbbab aabbbbabababbaa
aabbbbabababbaa aabaabbbbbaaaaa
aabaabbbbbaaaaa aabaaabbbabaaba
aabaaabbbabaaba aaaaababbbbbbaa
aaaaababbbbbbaa ababbaaabbbbaab
ababbaaabbbbaab abaabbbaaabbaab
abaabbbaaabbaab aaabaaabbbbbaab
aaabaaabbbbbaab ababaaabbbaabaa
ababaaabbbaabaa aabbbabaaabbabb
aabbbabaaabbabb ababbbaabbbaaba
ababbbaabbbaaba aaaabaaabaaaaab
aaaabaaabaaaaab aaabaabbabaabab
aaabaabbabaabab abaaabbbbaabbba
abaaabbbbaabbba abaabbbaaabaaab
abaabbbaaabaaab aabbaababbbbbba
aabbaababbbbbba aaaabaabbbbaaab
aaaabaabbbbaaab aabbabaaabaaabb
aabbabaaabaaabb aaabbaaababaabb
aaabbaaababaabb aabbabbabbaabaa
aabbabbabbaabaa aaaabbbbaabaaaa
aaaabbbbaabaaaa ababbaababaaaba
ababbaababaaaba aaaaabaabbbbaba
aaaaabaabbbbaba aabbbbbaabababa
aabbbbbaabababa aaababbababbbbb
aaababbababbbbb abaabaabbbaaabb
abaabaabbbaaabb abaaabaaabbabab
abaaabaaabbabab aaaaabbaaabbaaa
aaaaabbaaabbaaa abaabaaaaaabbab
abaabaaaaaabbab aabbabbaabaaaab
aabbabbaabaaaab aaaaaabaaabaabb
aaaaaabaaabaabb aaaaabbaabbabbb
aaaaabbaabbabbb aaaaabbaaaaabba
aaaaabbaaaaabba aaabaaaabaaaaab
aaabaaaabaaaaab abaababbbaababa
abaababbbaababa aaababbbaabaaab
aaababbbaabaaab aaabbabbbbbabab
aaabbabbbbbabab abaaaaabaababbb
abaaaaabaababbb aaaabbbbbbaaaaa
aaaabbbbbbaaaaa aaaaaababbbabba
aaaaaababbbabba aabbababbabbbaa
aabbababbabbbaa aaabbbbbbbabbbb
aaabbbbbbbabbbb aaaaaaaababbbaa
aaaaaaaababbbaa aaababaabbaabaa
aaababaabbaabaa aabaaaaabbbbaab
aabaaaaabbbbaab ababbaabaaababb
ababbaabaaababb aaaaaababbaaabb
aaaaaababbaaabb ababbaababbbaab
ababbaababbbaab abababaabababab
abababaabababab aaaaaaaaaabbbab
aaaaaaaaaabbbab abaabaaaaaaaabb
abaabaaaaaaaabb aaaabaababababb
aaaabaababababb abaabbaaaaabbbb
abaabbaaaaabbbb ababbabbbabbbab
ababbabbbabbbab aabaabaaaabbaba
aabaabaaaabbaba ababbabaabababb
ababbabaabababb aababbbaaabbbbb
aababbbaaabbbbb aaaaabbabbabbaa
aaaaabbabbabbaa aabbababbbababb
aabbababbbababb aaaababbabaaaba
aaaababbabaaaba aabbaabbbbbaaba
aabbaabbbbbaaba abaaaabaaaabbbb
abaaaabaaaabbbb aaaaabaabaabbaa
aaaaabaabaabbaa aaaabbabbbabbba
aaaabbabbbabbba aaababaabbababa
aaababaabbababa abaabbaabbbbbab
abaabbaabbbbbab aaaababaabbbbbb
aaaababaabbbbbb abaaaabbabbabaa
abaaaabbabbabaa abaabababaaabab
abaabababaaabab aaabaabbaaababb
aaabaabbaaababb aabaabbaababbaa
aabaabbaababbaa abababbabaababb
abababbabaababb aabbbaaaabbbbaa
aabbbaaaabbbbaa aaaabbbabaabbaa
aaaabbbabaabbaa aaaaabbababbbba
aaaaabbababbbba aabbabbbababaaa
aabbabbbababaaa aaaaabaaaababab
aaaaabaaaababab abaabbabbbbbabb
abaabbabbbbbabb aabaabbbbbaaaab
aabaabbbbbaaaab ababbbabaabaaab
ababbbabaabaaab aaabaaabaaabaaa
aaabaaabaaabaaa aabbbababbbaaab
aabbbababbbaaab ababaababaaaaaa
ababaababaaaaaa abababaaabbaaaa
abababaaabbaaaa abaabbbbabbbbab
abaabbbbabbbbab aaababaabbaabba
aaababaabbaabba aaababbababaaba
aaababbababaaba ababaaaaabbbabb
ababaaaaabbbabb aabaaaababbbbaa
aabaaaababbbbaa aaaaabbabaabbab
aaaaabbabaabbab aaaababbaababbb
aaaababbaababbb aabaabbbaababab
aabaabbbaababab aaabaabaabababa
aaabaabaabababa aababbbbaabbbba
aababbbbaabbbba abaaabaababbbaa
abaaabaababbbaa aaabaabababbbaa
aaabaabababbbaa aaabaaaabbbbaab
aaabaaaabbbbaab ababaaabbbbbabb
ababaaabbbbbabb abababbbbbaabaa
abababbbbbaabaa aababbaaaabaabb
aababbaaaabaabb aabaaaaaaabbaaa
aabaaaaaaabbaaa aaababbaabbaaab
aaababbaabbaaab aabbabbbabaaaaa
aabbabbbabaaaaa aabbabbaaabbbbb
aabbabbaaabbbbb ababaaaabbabaab
ababaaaabbabaab abaaabbaabaabbb
abaaabbaabaabbb abaabbaaabbbbab
abaabbaaabbbbab abaaaababababbb
abaaaababababbb aaabbababbaabbb
aaabbababbaabbb abaaabaaaaaabba
abaaabaaaaaabba aaabababbabbaaa
aaabababbabbaaa aababbabbabaaaa
aababbabbabaaaa abaaababbbbbbbb
abaaababbbbbbbb aaabababaababba
aaabababaababba aabaaabaabbbbbb
aabaaabaabbbbbb aaaabbabbabbabb
aaaabbabbabbabb aababaabbbaabaa
aababaabbbaabaa aaaaaabbaabaabb
aaaaaabbaabaabb abaaabaabaaabba
abaaabaabaaabba abaaababbaaabab
abaaababbaaabab ababbbaaabababa
ababbbaaabababa abaaabaaaaaaabb
abaaabaaaaaaabb aaababbaabbbaab
aaababbaabbbaab aaabaaababbaaab
aaabaaababbaaab aabbaabbaababab
aabbaabbaababab aaaabbbbabbaabb
aaaabbbbabbaabb abaaaaaaaaabbbb
abaaaaaaaaabbbb ababbabbabbbbbb
ababbabbabbbbbb aaaaabbbbbabaab
aaaaabbbbbabaab aabaabbbabababb
aabaabbbabababb aabaaabbaaabbba
aabaaabbaaabbba aaaabaabaaaabbb
aaaabaabaaaabbb aabaaababbbabba
aabaaababbbabba aabbbabbabbaaba
aabbbabbabbaaba aaababaaaabbbaa
aaababaaaabbbaa aababaaaabbaaaa
aababaaaabbaaaa aabaabbababaaab
aabaabbababaaab abaaaabababaaba
abaaaabababaaba ababbabbbbbbaba
ababbabbbbbbaba aabbbaabaaababa
aabbbaabaaababa aababaaabbbabbb
aababaaabbbabbb ababbabbbbabaab
ababbabbbbabaab abababaabaababa
abababaabaababa aaababaaaababba
aaababaaaababba ababbabaababbba
ababbabaababbba aaaaabababbabab
aaaaabababbabab aaabaababbaabbb
aaabaababbaabbb aaabbbaaabbabbb
aaabbbaaabbabbb abaaabbbbaaabab
abaaabbbbaaabab abaaaababaaaaaa
abaaaababaaaaaa aabaaaaaaabaaba
aabaaaaaaabaaba aabaabbabaaaaab
aabaabbabaaaaab abaaabbbbaabbbb
abaaabbbbaabbbb aabbaabbbabbbaa
aabbaabbbabbbaa aabbbbabaaababa
aabbbbabaaababa aabaabbaabbabab
aabaabbaabbabab abaababbabaaaab
abaababbabaaaab aabbaababaabbba
aabbaababaabbba aaaaaaababbbabb
aaaaaaababbbabb aaaaabbaababbab
aaaaabbaababbab aabaababbaaabba
aabaababbaaabba aaaaabbbbabbbaa
aaaaabbbbabbbaa aababbbbaaababa
aababbbbaaababa aaaaaaababbaaab
aaaaaaababbaaab aaaaaabbbaaabab
aaaaaabbbaaabab aabbbaaabaaabbb
aabbbaaabaaabbb aabaabaaabbaaaa
aabaabaaabbaaaa aabbabaaaabbbab
aabbabaaaabbbab aabbababbaabaaa
aabbababbaabaaa aaabaaaabbbbbab
aaabaaaabbbbbab aabbabbababbaaa
aabbabbababbaaa aabababbaabbbba
aabababbaabbbba aaaaaaaabbaaabb
aaaaaaaabbaaabb aaaababbbababab
aaaababbbababab aaaabaabbaaaaab
aaaabaabbaaaaab aabbaabbbbababb
aabbaabbbbababb aabbabbbbabbbba
aabbabbbbabbbba aaaababaabbbaba
aaaababaabbbaba abaaababababaab
abaaababababaab aaaaaaaabaabbbb
aaaaaaaabaabbbb ababaabaaaabbba
ababaabaaaabbba aaaaaaaababaabb
aaaaaaaababaabb aaaaaaaabababbb
aaaaaaaabababbb aabbbabbabaaaba
aabbbabbabaaaba ababbabbbbbbbbb
ababbabbbbbbbbb aaabaaabbabaabb
aaabaaabbabaabb abababbbababbab
abababbbababbab aabaaabbabbbaab
aabaaabbabbbaab aabbabababbaaaa
aabbabababbaaaa aabbbabbabbaaab
aabbbabbabbaaab aaaabbbabbbbaba
aaaabbbabbbbaba aabababaabaaaaa
aabababaabaaaaa ababbaaaabaaabb
ababbaaaabaaabb aaaaabbababbabb
aaaaabbababbabb abaaabbbbbbbbab
abaaabbbbbbbbab abaabaaabaaaabb
abaabaaabaaaabb abaabaaabbbaaba
abaabaaabbbaaba aababaababbbbab
aababaababbbbab aabaaabaaababab
aabaaabaaababab aabaabaababbbba
aabaabaababbbba aabbaabababbaba
aabbaabababbaba aababbaaabaabba
aababbaaabaabba ababbaabaabaabb
ababbaabaabaabb abaaaaaababbbba
abaaaaaababbbba aaaabbbbababbab
aaaabbbbababbab aaabbaaabbabaaa
aaabbaaabbabaaa aabbbabaaabaaba
aabbbabaaabaaba aaabaaaaaaaabaa
aaabaaaaaaaabaa aabbabaaabaabba
aabbabaaabaabba abaaabbbbabaaab
abaaabbbbabaaab aababbbaabbbbbb
aababbbaabbbbbb ababaabababbbbb
ababaabababbbbb aabaababbbaaaba
aabaababbbaaaba ababbbabbaabaab
ababbbabbaabaab ababbbaabbaabbb
ababbbaabbaabbb aaaaabaaaababaa
aaaaabaaaababaa aaaabbaaaaababa
aaaabbaaaaababa abaaabbbabbbaab
abaaabbbabbbaab aaabaabaaabbbab
aaabaabaaabbbab aabaabbbabbbaba
aabaabbbabbbaba aaaaaabaabbabba
aaaaaabaabbabba aabbbabaaaabbaa
aabbbabaaaabbaa ababbbaabbaaaba
ababbbaabbaaaba aabbabbabbbaabb
aabbabbabbbaabb aaabbbabbbaabab
aaabbbabbbaabab abaabbbabaabaaa
abaabbbabaabaaa abaabaababbabab
abaabaababbabab aaabbbaababbbab
aaabbbaababbbab aaaabbaaaabbbba
aaaabbaaaabbbba aabbbbbbbabbbba
aabbbbbbbabbbba ababababbbbbaba
ababababbbbbaba aabaaaaaabbaaba
aabaaaaaabbaaba aabbbbaabaabbaa
aabbbbaabaabbaa aabbabbababbabb
aabbabbababbabb aaabbbbbababbaa
aaabbbbbababbaa aaaabbbbabaabba
aaaabbbbabaabba abaabaaabbaabaa
abaabaaabbaabaa ababbbabbaababa
ababbbabbaababa ababbaaaaaaaaba
ababbaaaaaaaaba abaaaaabaaabbab
abaaaaabaaabbab abaababaaabbaab
abaababaaabbaab aaaaaaabaabaaba
aaaaaaabaabaaba ababbaaaabbbbbb
ababbaaaabbbbbb aabaaabbaaaabbb
aabaaabbaaaabbb ababbababbbbbaa
ababbababbbbbaa aababababbbabab
aababababbbabab aaaaaababbababa
aaaaaababbababa ababbbaaaaabaaa
ababbbaaaaabaaa aaaaababaabbbbb
aaaaababaabbbbb aaabbabbbbabbab
aaabbabbbbabbab aabbaaabbabaaba
aabbaaabbabaaba aaabbaaaaababaa
aaabbaaaaababaa aaaaaabbaaaabbb
aaaaaabbaaaabbb aaabbabbbbbaaba
aaabbabbbbbaaba aababaabaababbb
aababaabaababbb abaaabbbbabbbab
abaaabbbbabbbab aaabbbbabaaaaba
aaabbbbabaaaaba abaaabaaabaabaa
abaaabaaabaabaa ababaabaabbabab
ababaabaabbabab abaaabaabbaaabb
abaaabaabbaaabb aabbababbabaaab
aabbababbabaaab aaaabbbbabababb
aaaabbbbabababb aabaaababababbb
aabaaababababbb abababbbaaaabbb
abababbbaaaabbb aaaaaabaabaaabb
aaaaaabaabaaabb aabbbbbaabbaaba
aabbbbbaabbaaba abababbaabbbbaa
abababbaabbbbaa aaabbbaaabbbbaa
aaabbbaaabbbbaa aaabababbaaabab
aaabababbaaabab abaaaabbbbbaaaa
abaaaabbbbbaaaa aababaaaabbbabb
aababaaaabbbabb ababaabaaabaabb
ababaabaaabaabb aaaaaaaabaabbaa
aaaaaaaabaabbaa aabaabbababaaba
aabaabbababaaba aaabababbbbaaaa
aaabababbbbaaaa abaabbbbaabbaaa
abaabbbbaabbaaa abaabbbaaababab
abaabbbaaababab aaabbaaaaababab
aaabbaaaaababab aabbbaaaababaaa
aabbbaaaababaaa aaaabaabaabaaaa
aaaabaabaabaaaa aabbbbabbaabbab
aabbbbabbaabbab aaabaaaaabbabab
aaabaaaaabbabab aabaabaabaaabab
aabaabaabaaabab aaabbaababaaaba
aaabbaababaaaba aabbabaabbababb
aabbabaabbababb abaabaaaaaababb
abaabaaaaaababb aaababbaabaabbb
aaababbaabaabbb aaaabaaaaabbaaa
aaaabaaaaabbaaa aabaaabbababbba
aabaaabbababbba abababaaabbaaba
abababaaabbaaba ababbaaabbbabaa
ababbaaabbbabaa ababaababbabbab
ababaababbabbab abaaabaababbabb
abaaabaababbabb abaaaabbbbabbba
abaaaabbbbabbba aabbaabababaabb
aabbaabababaabb aaabbbabababbba
aaabbbabababbba aaabbabbbbbbbbb
aaabbabbbbbbbbb ababbbaabbbabba
ababbbaabbbabba aabbaaabaabbaaa
aabbaaabaabbaaa aaaabbaaaabbaaa
aaaabbaaaabbaaa aaabaabaaabbaba
aaabaabaaabbaba aababaaababaaab
aababaaababaaab aabaabaabaabbaa
aabaabaabaabbaa aaaabaabbbbabaa
aaaabaabbbbabaa aaabaaabbbabbaa
aaabaaabbbabbaa aabbbabaabbbaab
aabbbabaabbbaab aaabaaabababbab
aaabaaabababbab aaabaabbabababa
aaabaabbabababa aaaaabaaaaababb
aaaaabaaaaababb aaaabababababaa
aaaabababababaa aababbaaabbaaab
aababbaaabbaaab aabbaabaaabbaba
aabbaabaaabbaba abaababaabbbbba
abaababaabbbbba abaababaaaabaaa
abaababaaaabaaa aaabababaabbaaa
aaabababaabbaaa aabbbbabaaaaabb
aabbbbabaaaaabb abaabaababbbaaa
abaabaababbbaaa aaaaabaabaaabbb
aaaaabaabaaabbb aababbbbabbbbbb
aababbbbabbbbbb aaababbabbabaaa
aaababbabbabaaa abaabbabbbbabba
abaabbabbbbabba aaaabbaababbaab
aaaabbaababbaab aabbaaabababaab
aabbaaabababaab aaaaabababbaaba
aaaaabababbaaba abaabaabbbbbbbb
abaabaabbbbbbbb aabaabbbaaabbaa
aabaabbbaaabbaa abaaabbaaaabaab
abaaabbaaaabaab aaabaabaaaabaaa
aaabaabaaaabaaa aaababbbbbababb
aaababbbbbababb abaabbaabaaabab
abaabbaabaaabab aaaabbabbaaaaab
aaaabbabbaaaaab aabbbaabbbaaabb
aabbbaabbbaaabb aaaabaababbbbba
aaaabaababbbbba aabaaababaabbba
aabaaababaabbba aaaaabaaabbbaba
aaaaabaaabbbaba abaababbbbbaaab
abaababbbbbaaab aaababbabbbaaba
aaababbabbbaaba abaabbbbabbaaab
abaabbbbabbaaab aabbbaababbabab
aabbbaababbabab aaabbaaaabbbbab
aaabbaaaabbbbab aaaabbaababbbba
aaaabbaababbbba aaaabaababaabaa
aaaabaababaabaa aaabbbbbabbbabb
aaabbbbbabbbabb aaababaabaaabbb
aaababaabaaabbb aabaabbbaaabaaa
aabaabbbaaabaaa aaaaabbbaababaa
aaaaabbbaababaa aabaabaabaaaaba
aabaabaabaaaaba ababababbbbabbb
ababababbbbabbb aaabbbbaaaabbaa
aaabbbbaaaabbaa aaaabbaaaaaabbb
aaaabbaaaaaabbb aaaaababbabaabb
aaaaababbabaabb aababaabbbaaaba
aababaabbbaaaba abaaabaaaabbbbb
abaaabaaaabbbbb aaabbabaaaaaaab
aaabbabaaaaaaab abaaaaaabbabaab
abaaaaaabbabaab aaabababbbaaaab
aaabababbbaaaab aabaaaaabbaaabb
aabaaaaabbaaabb abaaabbbbbaabbb
abaaabbbbbaabbb abaabbbabaababa
abaabbbabaababa abaababaabbaaaa
abaababaabbaaaa abababbabbaaabb
abababbabbaaabb abaaababbbbbaaa
abaaababbbbbaaa aaabaaabbbaabba
aaabaaabbbaabba aaaaaabbbabbaba
aaaaaabbbabbaba abaaabbababbbba
abaaabbababbbba aaaabbaaaabbbab
aaaabbaaaabbbab aaabbbbbaabbbbb
aaabbbbbaabbbbb ababaaabbabaaaa
ababaaabbabaaaa abababaabbaabaa
abababaabbaabaa ababaaabbabbaab
ababaaabbabbaab abaaababaaabaab
abaaababaaabaab aabaaaabbababab
aabaaaabbababab aabaabbaabaabaa
aabaabbaabaabaa aaaabbaaaaaaaab
aaaabbaaaaaaaab ababbaaaabbbbba
ababbaaaabbbbba aaaaaabbbbbbabb
aaaaaabbbbbbabb aabbbbabaaaaaba
aabbbbabaaaaaba ababbababbababa
ababbababbababa aaabbabbbbbabbb
aaabbabbbbbabbb ababaaaabaabaab
ababaaaabaabaab aaabababbaabbbb
aaabababbaabbbb aaaaaaaababbaba
aaaaaaaababbaba abaabaabbababaa
abaabaabbababaa aababababaabbbb
aababababaabbbb aabababbbababab
aabababbbababab abaaaaabbbbabba
abaaaaabbbbabba aaaaaabbbaaabbb
aaaaaabbbaaabbb ababaabaabaaabb
ababaabaabaaabb aaaababbbbbaabb
aaaababbbbbaabb aabbbaabbaabbba
aabbbaabbaabbba aabaabaabbaaaba
aabaabaabbaaaba aaaaababaaababb
aaaaababaaababb aaaababbabbaaba
aaaababbabbaaba aaabbabaababaaa
aaabbabaababaaa aabbbabaabaabaa
aabbbabaabaabaa aaaaabababbbbba
aaaaabababbbbba aababbbabbbbaab
aababbbabbbbaab aaababaabbbaaaa
aaababaabbbaaaa aabbaabaaabbaab
aabbaabaaabbaab aabaaabaababbbb
aabaaabaababbbb abaabbbbbaaabba
abaabbbbbaaabba aabbbbabbbbabba
aabbbbabbbbabba aaabbbaaaaaabaa
aaabbbaaaaaabaa abaabbbbaaaabaa
abaabbbbaaaabaa aaabaaaabbababa
aaabaaaabbababa aabaabbabbbabab
aabaabbabbbabab abaabbbbabbbaaa
abaabbbbabbbaaa aabbaaaaabaabbb
aabbaaaaabaabbb aababaabbaababa
aababaabbaababa aaabbbbaabbaaab
aaabbbbaabbaaab aaaaaaaaaaabaab
aaaaaaaaaaabaab aaabaaaaaababab
aaabaaaaaababab ababbabbabbbaab
ababbabbabbbaab aaababbbbabbaaa
aaababbbbabbaaa ababaaaaaaabbaa
ababaaaaaaabbaa aaaabaaaabbbaaa
aaaabaaaabbbaaa aaabbbbbbabbbbb
aaabbbbbbabbbbb ababbaaababbaab
ababbaaababbaab abaabbabbbaabbb
abaabbabbbaabbb aabaabaaaaabbba
aabaabaaaaabbba aabbbbaaaaababb
aabbbbaaaaababb aabaaaaabbaabaa
aabaaaaabbaabaa aabababbabbabbb
aabababbabbabbb aabaaaabbbaabab
aabaaaabbbaabab abaabaaaaaaabba
abaabaaaaaaabba abababbbabbaaab
abababbbabbaaab abaaabbaaaaaabb
abaaabbaaaaaabb aabbbaaabaaaaab
aabbbaaabaaaaab aaaabbaabaaabab
aaaabbaabaaabab aaaabaabaaaabaa
aaaabaabaaaabaa abaabbaaababaab
abaabbaaababaab aababaaaaabbabb
aababaaaaabbabb aababbbaababbaa
aababbbaababbaa aaaaababaababaa
aaaaababaababaa ababbaaaaaaaaab
ababbaaaaaaaaab aaabbabbaaaaaab
aaabbabbaaaaaab aabbabbabbabbaa
aabbabbabbabbaa aaabaaaababbbbb
aaabaaaababbbbb aaabaaabbabbabb
aaabaaabbabbabb ababbaaabaaabbb
ababbaaabaaabbb aaabababbbaabba
aaabababbbaabba aabbabaabaaabba
aabbabaabaaabba ababbaabaabbabb
ababbaabaabbabb abaaaabbabbaaab
abaaaabbabbaaab aabbbbbbbbabbaa
aabbbbbbbbabbaa aaaaabbbbaaaaba
aaaaabbbbaaaaba ababaababbaabab
ababaababbaabab ababaabaabbbaaa
ababaabaabbbaaa aabaaabbaababba
aabaaabbaababba aaaabbbbbbbaaaa
aaaabbbbbbbaaaa aaabaabaaabbbba
aaabaabaaabbbba aababaabaaababa
aababaabaaababa aababbbaabbbbab
aababbbaabbbbab aababbaabbabbaa
aababbaabbabbaa aaabaaabbabbbbb
aaabaaabbabbbbb aabbaababbaabab
aabbaababbaabab aababaaaaabaaab
aababaaaaabaaab abababbaabbbaaa
abababbaabbbaaa aabbaababbbbbab
aabbaababbbbbab aaabbabbabbabab
aaabbabbabbabab abaaaaabaaababb
abaaaaabaaababb aabbbbbabaabbba
aabbbbbabaabbba ababababbbabbba
ababababbbabbba aaaabbaaabbbaba
aaaabbaaabbbaba aaabbaabaaaabaa
aaabbaabaaaabaa aaabbababaaabab
aaabbababaaabab abababaaaababaa
abababaaaababaa aabbaaabbaaaaab
aabbaaabbaaaaab abaabaabaaabbab
abaabaabaaabbab aabbabbabbaabba
aabbabbabbaabba aabbbbbbbaababb
aabbbbbbbaababb ababababbaaabaa
ababababbaaabaa aabbbabbaabbabb
aabbbabbaabbabb aabbaabaaaabbab
aabbaabaaaabbab abababbbabbabab
abababbbabbabab abaaaabaaabbaba
abaaaabaaabbaba aaaabaabbaabbab
aaaabaabbaabbab aabbbbbbbaabbab
aabbbbbbbaabbab aabbbbaaaaaaabb
aabbbbaaaaaaabb aaaaabaaaabbbba
aaaaabaaaabbbba aabaabaabbaaaaa
aabaabaabbaaaaa aaaabaaaabaabab
aaaabaaaabaabab abaaababaababab
abaaababaababab ababbbaaabaaaaa
ababbbaaabaaaaa aaaaaaaaababbab
aaaaaaaaababbab aababaabaababba
aababaabaababba ababbbaabaababb
ababbbaabaababb abaaaabaaababbb
abaaaabaaababbb abaabbbabbbbbaa
abaabbbabbbbbaa aabbbabaaabbbbb
aabbbabaaabbbbb aaaaaababababbb
aaaaaababababbb aabbbabaababbab
aabbbabaababbab aaabbabbbbaabaa
aaabbabbbbaabaa abababbabbababa
abababbabbababa aaaaabbabaaaabb
aaaaabbabaaaabb abaababbabbabbb
abaababbabbabbb abaaabbabbabbaa
abaaabbabbabbaa abaaaaabbbbbbaa
abaaaaabbbbbbaa aaaababbaaabbbb
aaaababbaaabbbb aabbbbaabaabbba
aabbbbaabaabbba aaaabbbaaabbaba
aaaabbbaaabbaba abaaaaaabbabaaa
abaaaaaabbabaaa aababaaababbaab
aababaaababbaab aaabbbbaabaaabb
aaabbbbaabaaabb aabbabaabbbabba
aabbabaabbbabba aaababaaababbbb
aaababaaababbbb abaabbabbbbaaaa
abaabbabbbbaaaa aaababaaababaab
aaababaaababaab ababaaaaababbab
ababaaaaababbab abaaaaabaaaaaaa
abaaaaabaaaaaaa abaaabaaaabbaab
abaaabaaaabbaab abaabababbbabba
abaabababbbabba aaaababbbabaaab
aaaababbbabaaab aababbbabbbbbab
aababbbabbbbbab aaabaaaabbbbaaa
aaabaaaabbbbaaa aabaabaaaabbbbb
aabaabaaaabbbbb aaabaaabbbaabbb
aaabaaabbbaabbb ababbababbaabab
ababbababbaabab aaabaababababaa
aaabaababababaa aaaaaaaabaabbba
aaaaaaaabaabbba aaababbabbaaaba
aaababbabbaaaba aabbabbaaabbbba
aabbabbaaabbbba ababaaaabbabbab
ababaaaabbabbab aaaaaaaaabbaaab
aaaaaaaaabbaaab aaabaabbbaaaaaa
aaabaabbbaaaaaa aaaaabbbbababbb
aaaaabbbbababbb aabbaabbaaaaabb
aabbaabbaaaaabb abaabbabaabbaab
abaabbabaabbaab aaabaaababbbaaa
aaabaaababbbaaa aabaaabbbbaaaaa
aabaaabbbbaaaaa aaabaabaaaaabaa
aaabaabaaaaabaa aaaabababbbabbb
aaaabababbbabbb aaaaaaaaaabaaab
aaaaaaaaaabaaab aaaabaabbbaabbb
aaaabaabbbaabbb aabaaababbbabab
aabaaababbbabab aabbbbaabbabbbb
aabbbbaabbabbbb abaaaaaaaabaabb
abaaaaaaaabaabb abababbbaabbbaa
abababbbaabbbaa aabababaabbbaaa
aabababaabbbaaa aaabbbbaabbbbba
aaabbbbaabbbbba aaaabaababbbbbb
aaaabaababbbbbb ababaaababbaaaa
ababaaababbaaaa aabaaaabaabbbba
aabaaaabaabbbba ababbabbbbaaaba
ababbabbbbaaaba abaabaabbabbaab
abaabaabbabbaab abaabbbbbbabbaa
abaabbbbbbabbaa aabaaaabaaabaab
aabaaaabaaabaab aabbbbbbbbbaaab
aabbbbbbbbbaaab ababaabaabaabaa
ababaabaabaabaa aaaaababbababba
aaaaababbababba aaaababbbabbaba
aaaababbbabbaba aabbbabbbabaaba
aabbbabbbabaaba abaabaabbabbbaa
abaabaabbabbbaa ababbbabbabaabb
ababbbabbabaabb abaaaabbabaabbb
abaaaabbabaabbb aababbababbbaab
aababbababbbaab abaabaabbaaaaba
abaabaabbaaaaba aaabbbabbabbaab
aaabbbabbabbaab aaababbbbaababa
aaababbbbaababa aabaaaabbababbb
aabaaaabbababbb ababbabaaabbaba
ababbabaaabbaba aabbaaabbbbabbb
aabbaaabbbbabbb abaababbaaaabba
abaababbaaaabba aabaababbbbabab
aabaababbbbabab aababbabaaabaab
